bank,type,region,year,roa,roe,revenue,netProfit,coreRevenueGrowth,revenueGrowth,netProfitGrowth,ppopGrowth,costIncomeRatio,feeAssetRatio,trueCoreNonInterest,volatileIncomeShare,cashProfitRatio,nim,nimGapBp,nimGapPoint,earningAssetYield,interestLiabilityCost,realLoanDepositSpread,timeDepositShare,corporateDemandDepositShare,personalDemandDepositShare,corporateTimeDeposit,personalTimeDeposit,npl,provisionCoverage,overdueRatio,specialMentionRatio,overdueNplDeviation,hiddenNplExposure,personalLoanNpl,corporateLoanNpl,housingLoanNpl,consumerLoanNpl,businessLoanNpl,creditCardLoanNpl,housingLoanShare,consumerLoanShare,businessLoanShare,retailRiskMax,retailRiskSpread,pb,pbMid,peTtm,divYield,divYieldTtm,totalMarketValue,turnoverRate,cet1,cet1Buffer,carBuffer,rwaDensity,estimatedRwa,estimatedRwaGrowth,rwaProfitGrowthGap,rwaAssetGrowthGap,pbChange,bondInvestment,fundInvestment,trustWmInvestment,tradAsset,fvociAssets,acAssets,htmInvest,afaAssets,debtInvestment,otherDebtInvestment,investmentAssetRatio,fairValueChgGain,fxGain,investIncome,otherNonInterestIncome,otherAssetImpairLoss,operatingCashFlow,cashflowInvAct,cashflowFncAct,depositGrowthCF,loanIssuanceCF,centralBankAdj,liquidityCoverageRatio,liquidityRatio,loanDepositRatio
宜宾市,城市商业银行,中西,2023,0.5642,,212473.8872,48651.5951,0.2,12.95,37.98,16.78,31.17,0.025792,1.1343,,1000.728448,2.18,-38.0,,4.34,2.26,,67.427234,25.50909,7.063677,1994675.5,2711185.7,1.76,262.02,1.7205,0.7811,0.9776,2.56,4.12,1.79,,1.94,6.21,,,17.319,43.1444,6.21,4.27,,,,,,,,12.22,472.0,291.0,78.1489,7302306.0,13.19118,-24.78882,-5.040136,,893802.5,48064.7,22107.4,,,,,,,,10.316405,,,,,,486870.3525,,,,,,,90.7,
宜宾市,城市商业银行,中西,2024,0.4716,,218039.5,47781.2,-8.41,2.62,-1.79,1.82,32.06,0.059614,2.9858,,,1.71,-51.0,,4.0,2.43,,71.763662,21.629402,6.606936,2281140.0,3617180.0,1.68,256.64,2.3293,0.8273,1.3865,2.51,3.84,1.72,,0.81,5.59,,,23.5865,40.2825,5.59,4.78,,,,,,,,12.61,511.0,336.0,69.6622,7607490.0,4.179283,5.969283,-12.691744,,1451780.6,154125.2,20308.8,,,,,,,,14.89134,,,,,,,,,,,,,80.2,
宜宾市,城市商业银行,中西,2025,0.48,5.2,2273.825,559.549,,,,,30.85,,,,,1.85,14.0,,3.82,2.11,,74.374167,18.966028,6.659813,2498960.0,4120080.0,1.65,273.36,1.7991,0.8563,1.0904,2.51,4.04,1.68,,1.3,5.28,,,29.3566,37.6232,5.28,3.98,0.9592,1.1256,,,,,,12.71,521.0,341.0,,8681249.0,14.114498,,,,,,,,,,,,,,,52.37,17.421,220.036,37.686,,,,,,,,,84.1,79.81
徽商,城市商业银行,中西,2020,0.8256,12.94,3171416.0,992138.0,,,,,23.71,0.284386,11.4036,,71.907144,2.42,,,4.57,2.4,,49.958132,35.214243,9.547053,18869700.0,16748100.0,1.98,181.9,2.225,1.1959,1.1237,3.18,0.69,3.02,,,,,51.0597,,2.9354,,,0.3406,0.4551,,,,,,8.04,54.0,162.0,68.7413,87418317.0,,,,,23210421.3,,26840533.7,,,,,,,,39.357496,,,,,,713418.1,,,,,,181.71,,
徽商,城市商业银行,中西,2021,0.8877,12.33,3571120.5,1178519.7,6.53,12.6,18.79,11.75,24.45,0.320208,12.4067,,314.939911,2.2,-19.0,,4.43,2.45,,50.986274,33.974501,9.324576,17069200.0,22122300.0,1.78,239.74,1.9423,2.0814,1.0912,3.86,0.78,2.66,,,,,52.6065,,1.5544,,,0.3002,0.3163,,,,,,8.45,95.0,173.0,68.6277,94957523.0,8.624286,-10.165714,-0.179761,-0.0404,27120385.8,,26127198.7,,,,,,,,38.483091,,,,,,3711628.9,,,,,,260.87,58.63,
徽商,城市商业银行,中西,2022,0.9233,12.77,3642005.6,1368306.9,5.11,1.98,16.1,-0.36,26.15,0.264511,11.4769,,366.786801,2.11,9.0,,4.42,2.35,,56.832807,27.385152,9.900956,18797300.0,32020100.0,1.49,276.57,1.7273,1.3577,1.1593,2.85,0.9,1.94,,,,,48.9705,,9.2655,,,0.2803,0.2855,,,,,,8.6,110.0,152.0,70.1012,110776389.0,16.658887,0.558887,2.452102,-0.0199,34383036.2,,24746324.4,,,,,,,,37.418064,,,,,,5018769.1,,,,,,292.78,71.94,
徽商,城市商业银行,中西,2023,0.8853,12.52,3658111.8,1499055.0,-4.13,0.44,9.56,-1.72,28.05,0.155316,7.6685,,604.279016,1.88,-24.0,,4.16,2.33,,60.883173,25.870919,8.140989,17229332.0,44881146.5,1.26,271.94,1.2185,0.8028,0.9671,2.06,1.1324,1.4476,,,,,48.744,,,,,0.2424,0.2703,,,,,,9.14,164.0,271.0,66.8209,120688098.0,8.947492,-0.612508,-5.348342,-0.0379,41913615.0,,25315900.7,,,,,,,,37.222687,,,,,,9058474.8,,,,,,287.05,83.44,
徽商,城市商业银行,中西,2024,0.8334,11.86,3717511.5,1591696.8,-0.27,1.62,6.18,0.19,28.8,0.141462,7.6629,,-161.192452,1.71,-19.0,,3.83,2.19,,72.287931,19.622491,8.089578,27709865.9,54623644.3,0.99,286.47,1.2631,1.1349,1.2759,2.12,1.51,0.86,,,,,43.8713,,,,,0.2346,0.2376,,,,,,9.83,233.0,322.0,63.5908,128056198.0,6.105076,-0.074924,-5.389554,-0.0078,51031146.4,7752263.7,17084341.2,,,,,,,,37.674803,,,,,,-2565695.1,,,,,,430.52,122.65,
徽商,城市商业银行,中西,2025,0.7801,,3766974.7,1692649.6,0.66,1.33,6.34,,29.07,0.117575,7.2602,,323.162124,1.49,-21.0,,3.31,1.88,,73.396122,18.791657,7.812221,30127778.8,62806479.0,0.98,278.79,1.319,1.174,1.3459,2.15,1.89,0.68,,,,,41.2395,,,,,0.2702,0.3447,,,,,,9.89,239.0,327.0,58.8236,136828613.0,6.850442,0.510442,-8.659492,0.0356,,,,,,,,,,,0.0,109271.7,6749.4,38068.2,187257.2,32520.8,5470002.4,,,,,,291.47,103.12,
成都,城市商业银行,中西,2020,0.9957,15.94,1459960.9,602799.8,,,,,23.87,0.056091,2.5066,,-13.019347,2.19,,,4.37,2.06,,50.423822,38.395278,9.590928,9678242.8,12385150.7,1.37,293.43,1.3818,0.6842,1.0086,2.05,0.58,0.0,0.25,9.03,8.98,,90.4604,1.0669,2.6277,9.03,8.78,1.0109,0.775,6.7105,3.2802,3.9363,3854272.1734,1.8489,9.26,176.0,373.0,66.892,43642571.0,,,,,11323921.7,3400822.9,5627431.7,7424436.0,,,,,,,31.194246,,,219207.3,,,-78480.6,-285672.4,703883.8,,,,249.96,64.6,
成都,城市商业银行,中西,2021,1.1024,17.6,1789049.5,783139.7,22.65,22.54,29.92,24.15,22.8,0.069303,2.9764,,-44.963408,2.13,-16.0,,4.32,2.17,,53.824421,35.695053,8.6579,12379987.3,16373989.8,0.98,402.88,0.9574,0.6114,0.9769,1.59,0.51,0.0,0.25,3.89,4.79,,86.5759,1.8433,3.7825,4.79,4.54,0.9958,1.0952,6.2326,3.5,3.8333,4334701.6008,0.4705,8.7,120.0,250.0,69.1099,53100332.0,21.670953,-8.249047,3.904754,-0.0151,14768616.0,2102243.9,4351082.6,5073170.1,,,,,,,27.620282,,,212864.7,,,-352126.3,1240562.0,856901.0,,,,244.81,67.68,
成都,城市商业银行,中西,2022,1.1914,19.48,2024131.2,1004307.3,14.99,13.14,28.24,10.63,24.39,0.073819,3.3466,,96.505661,2.04,-15.0,,4.24,2.24,,57.34941,32.265778,7.659724,14328963.9,22460721.5,0.78,501.57,0.8095,0.4607,1.0378,1.24,0.58,0.8364,0.41,3.04,1.92,,80.7194,1.8985,7.3593,3.04,2.63,1.1007,1.2501,5.9641,2.9477,4.037,5637133.4336,0.565,8.47,97.0,265.0,71.835,65919377.0,24.141177,-4.098823,4.709319,0.1049,20330225.9,3140587.6,2897964.0,5368193.5,,,,,,,28.735105,,,257067.8,,,969213.4,-2273231.8,4211454.6,,,,260.08,81.44,
成都,城市商业银行,中西,2023,1.162,18.78,2170218.9,1167193.3,6.51,7.22,16.22,6.16,25.09,0.060676,3.051,,-203.511998,1.81,-27.0,,4.02,2.29,,63.006432,27.787212,6.592795,17813374.8,30373116.9,0.68,504.29,0.7988,0.4089,1.1747,1.09,0.55,0.71,0.45,0.71,0.97,,74.1847,14.6131,11.2023,0.97,0.52,0.6998,0.795,3.7515,5.2992,6.8199,4294487.4399,0.5267,8.22,72.0,239.0,73.3292,80020028.0,21.390753,5.170753,2.47366,-0.4009,23657859.8,3126655.0,1886167.7,5555717.8,,,,,,,26.273415,,,317437.8,,,-2375378.4,-812548.3,-430026.8,,,,203.19,77.85,
成都,城市商业银行,中西,2024,1.0977,17.81,2298152.7,1285023.3,4.67,5.89,10.1,7.4,23.93,0.056777,3.0885,,-733.263039,1.66,-11.0,,3.84,2.22,,67.945635,23.353645,6.178306,20328073.5,38492947.5,0.66,479.29,0.7036,0.4272,1.0661,1.09,0.78,0.63,0.78,0.69,0.97,,72.0295,15.9296,12.0409,0.97,0.28,0.978,0.8512,5.4948,4.2462,4.9589,6897447.9494,0.9498,9.06,156.0,338.0,71.0448,88814312.0,10.990104,0.890104,-3.568805,0.2782,24944377.0,7536372.5,1420852.9,9445536.8,,,,,,,27.118762,,,362355.8,,,-9422600.9,1707188.8,6088892.8,,,,211.09,95.57,
成都,城市商业银行,中西,2025,1.0031,15.39,2360262.5,1328349.2,6.96,2.7,3.37,3.01,23.73,0.035736,2.1174,,563.555133,1.59,-7.0,,3.46,1.91,,70.945326,20.750773,5.88199,21757664.3,46674543.9,0.68,426.17,0.8385,0.3408,1.2331,1.02,1.11,0.61,1.15,0.9,1.22,,69.797,19.0816,11.1215,1.22,0.32,0.8056,1.0308,5.1322,5.0061,5.5273,6832357.7939,0.5568,8.91,141.0,331.0,71.5453,100054161.0,12.655448,9.285448,0.788028,-0.1724,,,,,,,,,,,0.0,1944.6,-51361.4,348177.4,309705.5,,7485980.1,,,,,,164.74,89.96,
晋商,城市商业银行,中西,2020,0.6059,7.63,486801.3,157086.5,,,,,36.01,0.262987,14.6373,,7.388668,1.54,,,4.21,2.62,,57.218116,26.724907,5.642337,2688202.7,7233040.3,1.84,194.06,1.9651,2.1241,1.068,4.04,1.21,2.65,,3.51,3.48,,,7.7357,9.7102,3.51,0.03,0.397,0.3944,,,,,,10.72,322.0,122.0,71.8064,19455480.0,,,,,,,,,,,,,,,0.0,,,,,,11606.6,,,,,,327.19,102.62,
晋商,城市商业银行,中西,2021,0.5849,7.77,540564.6,167935.8,4.0,11.04,6.91,,36.84,0.25238,14.1602,,155.46048,1.43,-12.0,,4.15,2.68,,62.96155,21.647628,5.627271,3967082.8,8327163.6,1.84,184.77,2.0029,5.5198,1.0885,7.34,1.51,2.5,,4.65,3.22,,,6.0079,7.9126,4.65,1.43,0.3164,0.3415,,,,,,10.1,260.0,152.0,71.4139,21659223.0,11.327107,4.417107,-0.611878,-0.0806,,,,,,,,,,,0.0,,,,,,261073.8,,,,,,322.3,122.42,
晋商,城市商业银行,中西,2022,0.5738,8.07,527221.4,183537.1,0.17,-2.47,9.29,-6.42,39.93,0.218178,13.9219,,1361.193568,1.32,-7.0,,3.96,2.56,,63.973317,20.839112,6.801017,5582522.5,10310614.5,1.8,177.04,2.0022,4.0849,1.1123,5.9,2.06,2.52,,3.64,7.03,,,7.6473,5.8906,7.03,3.39,0.241,0.2584,,,,,,10.5,300.0,190.0,65.3016,21968744.0,1.429049,-7.860951,-9.493776,-0.0754,,,,,,,,,,,0.0,,,,,,2498295.2,,,,,,208.87,70.88,
晋商,城市商业银行,中西,2023,0.5735,8.31,580775.0,200055.1,14.15,10.16,9.0,11.87,38.94,0.194532,12.102,,412.908244,1.36,-11.0,,3.72,2.43,,67.419583,20.477035,5.141786,7010931.8,11939495.4,1.78,198.71,2.0846,3.7076,1.1711,5.48,2.54,2.16,,3.19,9.78,,,9.2355,4.0684,9.78,6.59,0.3049,0.2738,,,,,,11.14,364.0,267.0,60.7832,21961283.0,-0.033962,-9.033962,-7.43113,0.0639,,,,,,,,,,,0.0,,,,,,826044.0,,,,,,242.06,104.13,
晋商,城市商业银行,中西,2024,0.4744,6.88,579876.6,174950.2,-2.49,-0.15,-12.55,0.19,38.13,0.166539,10.8074,,614.486008,1.2,-22.0,,3.37,2.3,,72.78632,16.447159,5.020475,7630992.4,14267724.7,1.77,205.46,1.7281,4.5584,0.9763,6.37,2.28,2.19,,,,,,13.0358,3.8778,,,0.3038,0.2922,,,,,,10.18,268.0,234.0,67.0392,25227224.0,14.871358,27.421358,10.719609,-0.0011,,,,,,,,,,,0.0,,,,,,1075044.5,,,,,,347.26,120.35,
晋商,城市商业银行,中西,2025,0.4324,6.06,544455.7,166337.4,-6.86,-6.11,-4.92,,38.11,0.15763,11.3781,,484.514066,1.07,-11.0,,2.97,2.01,,72.854258,17.290405,4.703126,7577638.7,15083952.4,1.95,191.0,1.7928,4.1771,0.9194,6.15,2.52,2.39,,,,,,16.259,5.0999,,,0.2733,0.2911,,,,,,10.46,296.0,346.0,65.0214,25553438.0,1.293103,6.213103,-3.143423,-0.0305,,,,,,,,,,,0.0,,,,,,805928.1,,,,,,178.84,100.73,
杭州,城市商业银行,华东,2020,0.6507,11.14,2480567.7,713645.0,,,,,26.35,0.257817,12.1527,,262.404585,1.98,,,4.39,2.43,,40.892791,50.46292,5.744478,20566690.6,7977546.9,1.07,469.54,0.8364,0.5761,0.7817,1.65,0.45,0.0,0.07,0.61,0.73,,38.3342,24.3139,37.3519,0.73,0.66,1.4157,0.9527,12.873,1.4496,2.3458,8847859.0445,0.5681,8.53,103.0,391.0,63.162,73852652.0,,,,,36434742.8,5185290.4,6759684.8,10426950.5,,,,,,,41.376453,,,249290.9,,,1872637.2,-5995853.5,1144451.3,,,,160.46,51.74,
杭州,城市商业银行,华东,2021,0.7236,12.33,2936087.4,926101.9,10.58,18.36,29.77,16.96,27.3,0.25948,12.2893,,-604.234674,1.83,-10.0,,4.25,2.39,,43.48784,48.199855,5.329933,26033110.7,9220655.1,0.86,567.71,0.615,0.3806,0.7151,1.24,0.35,1.17,0.05,0.48,0.55,,36.8239,25.1049,38.0713,0.55,0.5,1.0952,1.3251,8.845,2.7301,2.7301,7602516.9538,0.3781,8.43,93.0,312.0,62.1153,86375289.0,16.956246,-12.813754,-1.970922,-0.3205,46845544.2,8084375.7,7091634.9,15231673.7,,,,,,,44.601709,,,386520.5,,,-5595828.8,-10295676.9,12408868.4,,,,168.59,66.44,
杭州,城市商业银行,华东,2022,0.7768,14.09,3293150.6,1167933.0,11.71,12.16,26.11,8.4,29.64,0.28911,14.1918,,779.058285,1.69,-12.0,,4.06,2.32,,48.035049,42.458372,5.949326,31966962.3,12613608.4,0.77,565.1,0.5886,0.3907,0.7644,1.16,0.61,0.0,0.11,1.07,0.76,,34.6013,25.3026,40.0961,1.07,0.96,0.9847,1.1919,6.7451,2.6758,2.6758,7756803.2381,0.2972,8.08,58.0,239.0,62.2406,100614284.0,16.485033,-9.624967,0.234545,-0.1105,55221423.8,8674898.1,7375753.4,15525553.9,,,,,,,44.089327,,,468615.2,,,9098878.8,-6216496.6,-1253777.5,,,,155.78,70.83,
杭州,城市商业银行,华东,2023,0.8319,15.57,3501554.1,1438336.7,-0.2,6.33,23.15,6.6,29.4,0.219548,11.5452,,502.321765,1.5,-15.0,,3.87,2.28,,48.716925,43.001773,5.075809,33398367.8,17524326.1,0.76,561.42,0.6248,0.3984,0.8221,1.16,0.59,0.0,0.13,1.1,0.69,,33.6265,22.7275,43.646,1.1,0.97,0.6598,0.8246,4.2113,3.4965,3.996,5936214.4732,0.3616,8.16,66.0,201.0,62.5617,115196715.0,14.4934,-8.6566,0.587587,-0.3249,64598716.0,8669459.0,6953419.3,19621017.0,,,,,,,43.567182,,,564890.4,,,7225078.3,-5474781.8,-219945.5,,,,153.03,66.09,
杭州,城市商业银行,华东,2024,0.8591,16.0,3838117.2,1698256.3,2.55,9.61,18.07,9.65,29.41,0.176088,9.6912,,387.613554,1.41,-8.0,,3.64,2.13,,55.502082,34.451686,5.588874,47756597.1,22872649.3,0.76,541.45,0.5519,0.5513,0.7262,1.31,0.77,0.0,0.29,1.2,0.93,,34.5365,22.2054,43.2581,1.2,0.91,0.8406,0.7871,5.2922,2.7064,6.0509,8764738.4192,0.8531,8.85,135.0,330.0,58.143,122818636.0,6.61644,-11.45356,-8.102537,0.1808,76879089.5,8368624.5,5218820.1,21128565.9,,,,,,,42.827317,,,732422.5,,,6582671.6,-6588430.5,5357508.0,,,,244.42,101.43,
杭州,城市商业银行,华东,2025,0.8504,14.65,3879861.1,1902925.0,12.85,1.09,12.05,0.07,30.03,0.178053,10.8433,,837.347047,1.36,-15.0,,3.11,1.75,,54.326901,35.905895,5.339652,49880073.3,28382096.5,0.76,502.24,0.4234,0.5221,0.5571,1.28,1.21,0.0,0.71,1.45,1.52,,35.7234,22.2744,42.0023,1.52,0.81,0.833,1.0489,5.8305,4.788,4.3194,11076475.8933,0.5627,9.59,209.0,387.0,58.5905,138437858.0,12.717306,0.667306,0.860887,-0.0076,,,,12860134.5,,,,,44407181.1,45958007.5,0.0,-219673.7,28546.2,861827.3,699993.8,202.4,15934086.3,,,,,,223.09,99.85,72.53
江苏,城市商业银行,华东,2020,0.7095,11.91,5202619.5,1561974.3,,,,,23.46,0.229118,10.2958,,-123.457409,2.14,,,4.61,2.63,,59.498917,28.072067,6.192893,49875227.1,27844258.9,1.32,256.4,1.2029,1.3585,0.9113,2.68,0.5527,0.0,,,2.259,,47.6279,42.309,5.3033,2.259,0.0,0.6821,0.5684,,,,,,9.25,175.0,397.0,64.7316,151335487.0,,,,,42998978.5,13519705.4,17350417.7,,,,,,,,31.596444,,,,,,-1928373.0,,,,,,215.65,72.77,
江苏,城市商业银行,华东,2021,0.8235,12.6,6377135.3,2040926.0,25.1,22.58,30.66,24.37,22.44,0.286005,11.7453,,351.661486,2.28,2.0,,4.53,2.53,,59.578318,27.213769,5.636873,52329530.4,34131489.6,1.08,307.72,1.1737,1.3413,1.0868,2.42,0.6548,0.0,,,1.4304,,43.4412,45.3127,6.1907,1.4304,0.0,0.5881,0.7493,,,,,,8.78,128.0,288.0,67.4777,176715692.0,16.770822,-13.889178,4.75225,-0.094,55728866.9,14422861.7,12868804.7,,,,,,,,31.700847,,,,,,7177150.7,,,,,,267.71,93.8,
江苏,城市商业银行,华东,2022,0.9413,14.79,7057042.2,2635198.8,10.47,10.66,29.12,7.67,24.52,0.209773,8.859,,-14.469352,2.32,11.0,,4.53,2.42,,59.980025,21.771284,6.695666,52840243.2,44636087.1,0.94,362.07,1.0152,1.3086,1.08,2.25,0.7,0.0,,,1.51,,40.5304,47.6075,5.9434,1.51,0.0,0.6586,0.6776,,,,,,8.79,129.0,257.0,65.5251,195284109.0,10.507509,-18.612491,-3.293094,0.0705,67751902.2,19588012.0,8857112.7,,,,,,,,32.27769,,,,,,-381296.2,,,,,,160.47,93.08,
江苏,城市商业银行,华东,2023,0.9403,14.52,7429343.3,3001314.0,-2.73,5.28,13.89,6.01,23.99,0.125648,5.7559,,711.684516,1.98,-16.0,,4.35,2.4,,59.729291,22.756387,4.936726,50458772.0,61553666.8,0.91,378.13,1.0673,1.3411,1.1729,2.25,0.79,0.0,,,1.79,,37.9079,48.7057,8.2544,1.79,0.0,0.5981,0.6254,,,,,,9.46,196.0,281.0,66.5685,226556787.0,16.013939,2.123939,1.818459,-0.0605,85637835.6,24799700.6,5356903.3,,,,,,,,34.023546,,,,,,21359887.0,,,,,,208.96,96.94,
江苏,城市商业银行,华东,2024,0.9056,13.59,8081521.2,3330640.3,6.07,8.78,10.97,7.67,24.73,0.111763,5.4655,,110.626299,1.86,-9.0,,4.05,2.19,,66.29087,22.735217,4.775611,68072306.3,72189303.3,0.89,350.1,1.1241,1.4013,1.263,2.29,0.88,0.0,,,2.04,,37.0082,47.8446,9.5701,2.04,0.0,0.7752,0.619,,,,,,9.12,162.0,249.0,66.2538,261837759.0,15.572684,4.602684,-0.549014,0.1771,106651761.5,33672986.4,2634000.6,,,,,,,,36.173392,,,,,,3684564.1,,,,,,113.89,110.36,
江苏,城市商业银行,华东,2025,0.8169,13.14,8794236.7,3628376.1,21.2,8.82,8.94,6.04,26.67,0.114676,6.4304,,1545.184657,1.73,-15.0,,3.52,1.81,,64.520844,23.228769,4.331734,77440855.3,86361314.7,0.84,322.98,1.1694,1.3213,1.3921,2.16,0.96,0.0,0.89,1.07,2.46,2.36,37.7826,49.6048,8.2627,2.46,0.0,0.7481,0.9111,,,,,,8.93,143.0,237.0,59.9542,295652884.0,12.914533,3.974533,-11.864419,-0.0271,,,,54802243.1,,,,,67267480.6,70638357.2,0.0,-53243.8,199441.9,1268999.0,2051081.9,7110.4,56065110.8,,,,,,203.22,121.42,87.45
江西,城市商业银行,中西,2020,0.4165,,1027937.2,190493.1,,,,,32.96,0.126184,5.6307,,-177.146679,2.1,,,4.59,2.52,,53.303435,36.244815,6.966383,7177590.8,9461573.8,1.73,171.56,1.9243,2.0814,1.1123,3.81,1.41,2.28,,,,,80.2566,2.7622,11.994,,,0.4708,0.5421,,,,,,10.29,279.0,239.0,74.5186,34181129.0,,,,,8409693.2,2058914.1,6756048.0,,,,,,,,37.551614,,,,,,-337452.2,,,,,,429.88,78.17,
江西,城市商业银行,中西,2021,0.4366,5.74,1114442.3,211155.5,-1.78,8.42,10.85,,31.46,0.137543,6.2766,,-483.857394,1.94,-19.0,,4.41,2.53,,53.480557,35.968829,6.642314,6879732.0,11293193.0,1.47,188.26,2.1039,3.3674,1.4312,4.84,0.93,2.02,,,,,79.4365,2.8465,13.0192,,,0.3569,0.439,,,,,,9.66,216.0,391.0,72.8842,37065954.0,8.439818,-2.410182,-2.431728,-0.1139,9213319.2,2076612.3,5838794.6,,,,,,,,33.680849,,,,,,-1021691.5,,,,,,387.45,79.03,
江西,城市商业银行,中西,2022,0.3126,3.62,1273816.0,160051.9,8.51,14.3,-24.2,,27.5,0.124539,5.0407,,-2411.965556,1.98,3.0,,4.32,2.41,,56.945226,31.059476,6.919582,6170195.0,13647010.0,2.18,178.05,4.7586,6.1231,2.1828,8.3,1.28,3.02,,,,,71.625,4.0812,20.0658,,,0.1299,0.1255,,,,,,9.65,215.0,350.0,73.0649,37670286.0,1.630423,25.830423,0.251462,-0.227,8836454.5,2850484.9,3956279.9,,,,,,,,30.341445,,,,,,-3860396.7,,,,,,323.78,85.03,
江西,城市商业银行,中西,2023,0.2011,1.76,1129304.6,107389.1,-9.48,-11.34,-32.9,-15.84,30.6,0.09444,4.6191,,-258.206466,1.75,-25.0,,3.97,2.31,,62.282944,25.115839,6.535625,7138286.0,16117277.0,2.17,177.16,3.6432,5.057,1.6789,7.23,1.36,2.79,,,,,62.3848,10.0752,23.6559,,,0.1013,0.1408,,,,,,9.37,187.0,305.0,71.9243,39727041.0,5.459887,38.359887,-1.672515,-0.0286,11251845.5,2973195.8,1969562.0,,,,,,,,29.319705,,,,,,-277285.6,,,,,,333.14,76.27,
江西,城市商业银行,中西,2024,0.195,1.77,1167002.8,109759.8,-1.37,3.34,2.21,7.46,28.48,0.098083,4.8212,,-1949.91363,1.64,-8.0,,3.71,2.13,,65.764411,20.26398,6.355793,6467814.0,18638382.0,2.15,160.05,2.8283,4.0363,1.3155,6.19,2.43,2.39,,,,,59.2946,11.8236,24.8276,,,0.1039,0.1066,,,,,,9.3,180.0,297.0,69.0348,39600771.0,-0.317844,-2.527844,-4.172204,0.0026,11742961.6,3381096.3,1095998.3,,,,,,,,28.275931,,,,,,-2140221.3,,,,,,403.22,98.82,
江西,城市商业银行,中西,2025,0.181,1.52,902849.0,105222.6,-10.45,-22.64,-4.13,,33.33,0.078217,5.1046,,292.440882,1.41,-26.0,,3.25,1.93,1.32,75.927459,14.139303,6.332049,8187720.7,21357534.9,2.0,161.95,2.5566,3.6128,1.2783,5.61,2.41,2.12,,,,,56.7436,14.0687,24.2138,,,0.0906,0.1195,,,,,,8.6,110.0,191.0,69.6919,41063784.0,3.694405,7.824405,0.977705,-0.0133,,,,,,,,,,,0.0,50.73,-36.65,671.08,,,307713.9,,,,,,314.3,102.85,90.85
泸州,城市商业银行,中西,2020,0.5472,7.11,314268.5,57607.4,,,,,36.09,0.004277,0.1618,,303.739103,2.78,,,6.11,3.35,,51.1425,41.347166,7.510333,754856.7,3546465.2,1.83,187.43,1.9337,1.3369,1.0567,3.17,0.0,0.0,1.48,0.25,,,27.4197,14.1152,,1.48,1.23,0.8241,0.9348,,,,,,8.11,61.0,337.0,75.198,8940006.0,,,,,,,,,,,,,,,0.0,,,,,,174976.2,,,,,,,83.02,
泸州,城市商业银行,中西,2021,0.5795,7.89,377423.0,73425.7,8.48,20.1,27.46,15.43,38.59,0.042688,1.5214,,-107.579635,2.49,-17.0,,5.9,3.31,,52.836212,35.776208,11.387581,809248.2,4116482.7,1.42,262.49,2.2634,0.6334,1.5939,2.05,1.57,1.48,1.34,1.05,,,26.5197,14.6742,,1.34,0.29,0.798,0.742,,,,,,8.05,55.0,286.0,73.9933,9952848.0,11.329321,-16.130679,-1.812542,-0.0261,,,,,,,,,,,0.0,,,,,,-78991.1,,,,,,,87.79,
泸州,城市商业银行,中西,2022,0.5704,8.13,388704.8,80752.9,11.9,2.99,9.98,1.95,38.87,0.063279,2.4196,,214.553781,2.46,-8.0,,5.66,3.15,,51.134569,35.420927,13.444505,745032.2,4745059.5,1.53,256.93,1.9016,1.8169,1.2429,3.35,2.09,1.32,1.68,1.81,,,22.2226,18.6741,,1.81,0.13,0.8841,0.8083,,,,,,8.1,60.0,251.0,70.454,10471563.0,5.211724,-4.768276,-5.285403,0.0861,,,,,,,,,,,0.0,,,,,,173258.4,,,,,,,73.47,
泸州,城市商业银行,中西,2023,0.6493,9.36,475144.1,99423.7,-4.8,22.24,23.12,30.63,34.86,0.065307,2.1667,,-889.455532,2.39,18.0,,5.59,2.9,,52.041749,34.188009,13.770242,797861.3,5190555.6,1.35,372.42,1.4488,1.2777,1.0732,2.63,2.55,1.06,1.2,1.33,,,18.9875,16.2979,,1.33,0.13,0.6559,0.7681,,,,,,8.12,62.0,224.0,71.9698,11345056.0,8.341572,-14.778428,2.281849,-0.2282,,,,,,,,,,,0.0,,,,,,-884329.6,,,,,,,80.14,
泸州,城市商业银行,中西,2024,0.7763,11.24,520453.3,127566.5,15.7,9.54,28.31,12.85,32.57,0.101466,3.3337,,134.059961,2.49,2.0,,5.31,2.6,,56.189076,30.463096,13.347828,1225631.5,6206991.1,1.19,435.19,1.5012,2.098,1.2615,3.29,3.66,0.82,1.75,1.27,,,16.7332,13.9943,,1.75,0.48,0.4911,0.5029,,,,,,8.27,77.0,262.0,71.4324,12214917.0,7.667313,-20.642687,-0.809911,-0.1648,,,,,,,,,,,0.0,,,,,,171015.6,,,,,,,84.1,
泸州,城市商业银行,中西,2025,0.826,12.06,484934.0,154238.8,12.66,-6.82,20.91,-17.32,40.67,0.042481,1.7736,,-489.653446,2.49,0.0,,4.87,2.16,2.71,55.690984,30.64605,13.662966,1652650.8,6856614.8,1.18,415.24,1.3933,1.2615,1.1808,2.44,4.71,0.83,2.4,3.5,5.47,,16.5886,12.7559,,3.5,1.1,0.472,0.5837,,,,,,8.27,77.0,258.0,67.0701,13579147.0,11.168557,-9.741443,-7.230521,-0.0191,,,,,,,,,,,0.0,,,,701.072,7.371,-755235.6,,,,,,280.28,72.16,
